recommendations listening on port 3003
recommendations request | id=63b0cef3-b88d-45d1-b6e2-cedac1b6663e | GET /health | status=200 | durationMs=5 | usersMs=n/a | catalogMs=n/a
recommendations request | id=8565fb84-d680-41ee-aa2f-e568d84f4e14 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=108 | catalogMs=122
recommendations request | id=30e7162f-8ee5-4132-9f20-37a1c9c06e3b | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=107 | catalogMs=124
recommendations request | id=cfa61185-6c51-4b37-bf43-baad434ea20d | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=107 | catalogMs=128
recommendations request | id=8f963357-dcfb-4d66-8d57-4b398c770d6d | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=110 | catalogMs=130
recommendations request | id=b06b0b5a-8f33-4317-846f-fb0557515619 | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=117 | catalogMs=133
recommendations request | id=4a07adf3-8ee8-485b-a884-c26d3806f7fd | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=118 | catalogMs=137
recommendations request | id=f508d3a6-f0a6-4938-b26f-b19ebfe39287 | GET /recommendations/1 | status=200 | durationMs=141 | usersMs=116 | catalogMs=138
recommendations request | id=970947f6-bb4c-46aa-baf0-a0647b5415f2 | GET /recommendations/1 | status=200 | durationMs=137 | usersMs=122 | catalogMs=134
recommendations request | id=487c66af-6db5-4fc6-99cc-68b85806eaf2 | GET /recommendations/1 | status=200 | durationMs=139 | usersMs=122 | catalogMs=137
recommendations request | id=ee4a7836-4f39-4492-a2c4-a5cbf3260ed5 | GET /recommendations/1 | status=200 | durationMs=141 | usersMs=123 | catalogMs=139
recommendations request | id=17c65dde-abe7-43ea-bbbf-2273b835e95a | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=125 | catalogMs=141
recommendations request | id=0dedf772-1e55-41e9-bec6-159fb6e531a6 | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=126 | catalogMs=140
recommendations request | id=36d903cd-84df-40dd-9e7c-529bf7c35753 | GET /recommendations/1 | status=200 | durationMs=150 | usersMs=131 | catalogMs=135
recommendations request | id=7dac428e-d85a-43af-b982-2380430f8ba2 | GET /recommendations/1 | status=200 | durationMs=146 | usersMs=145 | catalogMs=145
recommendations request | id=a9984bb1-b07f-4733-9a1b-0835db0055fc | GET /recommendations/1 | status=200 | durationMs=145 | usersMs=143 | catalogMs=143
recommendations request | id=75bdda94-d9a4-4d82-ab5b-83f1f3d03aac | GET /recommendations/1 | status=200 | durationMs=147 | usersMs=143 | catalogMs=145
recommendations request | id=4fd83870-05bf-4ad6-9e97-3cebb92bb2ad | GET /recommendations/1 | status=200 | durationMs=163 | usersMs=143 | catalogMs=159
recommendations request | id=a34af52b-0df2-41fa-9567-b35354898f57 | GET /recommendations/1 | status=200 | durationMs=159 | usersMs=156 | catalogMs=155
recommendations request | id=8ed3f539-37f6-4167-a754-10a91d22dd92 | GET /recommendations/1 | status=200 | durationMs=161 | usersMs=155 | catalogMs=159
recommendations request | id=8ae61419-0bbe-4868-bf77-b6ad0fbc7766 | GET /recommendations/1 | status=200 | durationMs=165 | usersMs=158 | catalogMs=162
recommendations request | id=5d3758f0-5d34-490e-8c73-8f55a8a3e816 | GET /recommendations/1 | status=200 | durationMs=167 | usersMs=158 | catalogMs=165
recommendations request | id=49d319df-dbae-43d5-9a47-51b7d17fe309 | GET /recommendations/1 | status=200 | durationMs=167 | usersMs=154 | catalogMs=163
recommendations request | id=799a30d2-64c3-44fc-8e8b-2a5dd903db42 | GET /recommendations/1 | status=200 | durationMs=170 | usersMs=153 | catalogMs=166
recommendations request | id=9778b712-7e96-4748-b96f-874916051f10 | GET /recommendations/1 | status=200 | durationMs=173 | usersMs=153 | catalogMs=170
recommendations request | id=b53be205-f86d-4955-a04d-adc112b8c91b | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=151 | catalogMs=150
recommendations request | id=6fbe28d8-7d94-4011-a6a4-4bad1c7d5434 | GET /recommendations/1 | status=200 | durationMs=154 | usersMs=141 | catalogMs=141
recommendations request | id=97103bf0-9e96-42d8-a143-e3d6a38c286d | GET /recommendations/1 | status=200 | durationMs=156 | usersMs=140 | catalogMs=154
recommendations request | id=7e3d928e-8816-4c88-bd76-2c492f01f47f | GET /recommendations/1 | status=200 | durationMs=158 | usersMs=140 | catalogMs=156
recommendations request | id=fe1f55a3-e6bf-49cb-8258-1c74b7fdfaa1 | GET /recommendations/1 | status=200 | durationMs=161 | usersMs=140 | catalogMs=159
recommendations request | id=a83b4bc9-29dc-4306-a700-9b1f02e29ef3 | GET /recommendations/1 | status=200 | durationMs=150 | usersMs=148 | catalogMs=148
recommendations request | id=38d596e9-79b2-4ec6-8661-004fd33a54bd | GET /recommendations/1 | status=200 | durationMs=147 | usersMs=144 | catalogMs=145
recommendations request | id=e38af828-a471-48df-a237-3ac01ba2a1e6 | GET /recommendations/1 | status=200 | durationMs=150 | usersMs=145 | catalogMs=148
recommendations request | id=e0178796-eb0c-45c5-8726-a028d374cd68 | GET /recommendations/1 | status=200 | durationMs=152 | usersMs=145 | catalogMs=150
recommendations request | id=9079965d-774f-4d66-b29d-5e3e1da75371 | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=145 | catalogMs=152
recommendations request | id=2d842be6-665f-4309-b329-d80500ac1fa9 | GET /recommendations/1 | status=200 | durationMs=159 | usersMs=145 | catalogMs=157
recommendations request | id=ef9b3410-64ef-40db-809d-35f0cb606385 | GET /recommendations/1 | status=200 | durationMs=161 | usersMs=144 | catalogMs=159
recommendations request | id=d5c8a3fd-f509-4efb-b279-988a98abb7b0 | GET /recommendations/1 | status=200 | durationMs=158 | usersMs=147 | catalogMs=146
recommendations request | id=61d82d44-695a-405e-ba03-812ee9606b48 | GET /recommendations/1 | status=200 | durationMs=152 | usersMs=149 | catalogMs=149
recommendations request | id=1714a2bb-5e70-4086-876c-ed19e0b72539 | GET /recommendations/1 | status=200 | durationMs=151 | usersMs=148 | catalogMs=148
recommendations request | id=1cbe75cc-5f7b-4979-88ff-157081030540 | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=147 | catalogMs=150
recommendations request | id=6b105e0e-7aa0-4af4-9f07-844370333b83 | GET /recommendations/1 | status=200 | durationMs=155 | usersMs=150 | catalogMs=151
recommendations request | id=4cd81a03-4420-44ce-b19a-7fd1e1308238 | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=126 | catalogMs=126
recommendations request | id=8e2a7338-ae8b-46cf-a2fd-5a9f276a58d4 | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=126 | catalogMs=127
recommendations request | id=eeebe546-6813-49ca-8548-78b48a69c113 | GET /recommendations/1 | status=200 | durationMs=133 | usersMs=127 | catalogMs=130
recommendations request | id=1ffc0c6f-5dc9-4398-bc5c-5c6061424aac | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=128 | catalogMs=129
recommendations request | id=2d57cb3d-7004-4387-b4ba-e849ef9a10d6 | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=118 | catalogMs=119
recommendations request | id=5cd687fc-a9e4-4264-b6a7-023d99ab86a5 | GET /recommendations/1 | status=200 | durationMs=114 | usersMs=101 | catalogMs=102
recommendations request | id=408b2284-8110-4347-b721-9b05e109b3bd | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=102 | catalogMs=116
recommendations request | id=b2c08fd6-4a53-47f0-b524-9db9dd779b03 | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=102 | catalogMs=117
recommendations request | id=7d887e0b-9829-48b3-8cc2-83f080b60b09 | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=113 | catalogMs=119
recommendations request | id=d05d8749-0cda-498b-aaf9-e770367492a7 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=113 | catalogMs=123
recommendations request | id=9e7d2b7f-9e16-467a-816a-a30cae8c9cab | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=114 | catalogMs=126
recommendations request | id=0630ecac-735c-474d-86db-adaf10ea352d | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=119 | catalogMs=126
recommendations request | id=9c10e454-ae31-4634-ab30-59e5d2e9c65e | GET /recommendations/1 | status=200 | durationMs=130 | usersMs=119 | catalogMs=128
recommendations request | id=6fcf95a3-89b2-4c4f-aea4-61382f94f6f7 | GET /recommendations/1 | status=200 | durationMs=133 | usersMs=119 | catalogMs=131
recommendations request | id=f1b20b1b-2fc3-4fda-a0aa-c42bc4acdc76 | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=118 | catalogMs=132
recommendations request | id=ab65215d-e3f1-4b2a-b3d7-03c8533338c6 | GET /recommendations/1 | status=200 | durationMs=136 | usersMs=120 | catalogMs=134
recommendations request | id=b03e68fd-43a3-4e33-bc1a-bb87e6c08dbc | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=120 | catalogMs=119
recommendations request | id=62c8e977-a468-4746-bdec-64c18337431a | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=120 | catalogMs=120
recommendations request | id=85dcfe93-cab8-4a50-940b-7a490426f829 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=122 | catalogMs=122
recommendations request | id=432bdef4-224c-45f6-8185-5d52a9623044 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=121 | catalogMs=121
recommendations request | id=ca29135f-ced3-4e40-a285-18e7f99a6b6e | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=118 | catalogMs=118
recommendations request | id=d7d8ad8b-e1a5-4721-af20-805640e271be | GET /recommendations/1 | status=200 | durationMs=120 | usersMs=117 | catalogMs=118
recommendations request | id=6cd7f70a-88b7-4705-8cb6-9f1e21cf0d22 | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=115 | catalogMs=115
recommendations request | id=848c4295-a6f0-4dc3-b2f5-def5499772c3 | GET /recommendations/1 | status=200 | durationMs=121 | usersMs=114 | catalogMs=117
recommendations request | id=ac59973d-885c-4605-90fc-b1e29ed2beb4 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=114 | catalogMs=122
recommendations request | id=daf1eb1b-272b-48b3-8e0a-6649d7c1a841 | GET /recommendations/1 | status=200 | durationMs=126 | usersMs=113 | catalogMs=125
recommendations request | id=6e23b2d4-4744-4c47-86d7-bdcd50371299 | GET /recommendations/1 | status=200 | durationMs=122 | usersMs=115 | catalogMs=118
recommendations request | id=8b2103e4-c43d-487e-a923-4c3e4e5640f3 | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=115 | catalogMs=121
recommendations request | id=7c6612a1-f30d-4fa6-ab04-786dd7ad83de | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=114 | catalogMs=123
recommendations request | id=2fee99d5-aa14-43ae-9312-1e1a63ec9e93 | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=117 | catalogMs=125
recommendations request | id=e9802ccb-7947-4c50-b3aa-c7ae183e5517 | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=122 | catalogMs=125
recommendations request | id=abdbe424-e1f6-4c7d-9173-9fb7b889134f | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=121 | catalogMs=127
recommendations request | id=63d0cf8a-0628-4912-bb93-8bb57e93d7df | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=124 | catalogMs=127
recommendations request | id=0a1232ed-b50d-42cc-824d-cd1e1929ddec | GET /recommendations/1 | status=200 | durationMs=128 | usersMs=125 | catalogMs=126
recommendations request | id=7c0b9b1d-6c42-472a-a4b3-ecd4f1d786b4 | GET /recommendations/1 | status=200 | durationMs=116 | usersMs=114 | catalogMs=114
recommendations request | id=f1d19cbe-13c2-46cf-8970-db8384195520 | GET /recommendations/1 | status=200 | durationMs=119 | usersMs=114 | catalogMs=117
recommendations request | id=a4b42742-e37f-4e8f-8636-9d71bca7dc0d | GET /recommendations/1 | status=200 | durationMs=117 | usersMs=115 | catalogMs=115
recommendations request | id=ae467fc1-a405-4283-bd47-a198917766dc | GET /recommendations/1 | status=200 | durationMs=118 | usersMs=114 | catalogMs=117
recommendations request | id=6044ff9d-19f6-4b5f-9b6d-ee6df59798f3 | GET /recommendations/1 | status=200 | durationMs=124 | usersMs=114 | catalogMs=120
recommendations request | id=220e2268-c538-48fc-b976-065cbdc0bb02 | GET /recommendations/1 | status=200 | durationMs=123 | usersMs=115 | catalogMs=120
recommendations request | id=f825ce42-cab7-43f8-b7ed-d7fddd639b61 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=120 | catalogMs=122
recommendations request | id=5282ae77-d358-4b68-a26f-b24692f10b3e | GET /recommendations/1 | status=200 | durationMs=139 | usersMs=119 | catalogMs=125
recommendations request | id=2e5c405d-fec8-4798-b8fe-e3f007587ce5 | GET /recommendations/1 | status=200 | durationMs=142 | usersMs=119 | catalogMs=139
recommendations request | id=b032e8ef-4fa5-4d99-9cd0-3ad628ccb67c | GET /recommendations/1 | status=200 | durationMs=148 | usersMs=118 | catalogMs=142
recommendations request | id=d7c88a51-ad1e-4f71-8940-28345206d4dd | GET /recommendations/1 | status=200 | durationMs=153 | usersMs=121 | catalogMs=150
recommendations request | id=dbd95be2-4985-482b-96f6-5ca0b58a796b | GET /recommendations/1 | status=200 | durationMs=156 | usersMs=121 | catalogMs=154
recommendations request | id=44618dca-0b6a-463e-965e-497485c9eaad | GET /recommendations/1 | status=200 | durationMs=141 | usersMs=138 | catalogMs=138
recommendations request | id=7237e387-b37f-4792-bfc3-955b5f51f914 | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=133 | catalogMs=134
recommendations request | id=77a370f2-6536-4ec3-a741-31d97769bc7f | GET /recommendations/1 | status=200 | durationMs=133 | usersMs=129 | catalogMs=129
recommendations request | id=5580ba7e-ffee-49e2-8759-e6421b63df67 | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=127 | catalogMs=128
recommendations request | id=c2fdfae2-d876-4032-a560-d17664bcb6cd | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=127 | catalogMs=129
recommendations request | id=804a8b53-8eb2-4266-be78-3b959fd1e5a1 | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=127 | catalogMs=132
recommendations request | id=fa41dcf6-c1aa-4c0c-9866-32816d0ace31 | GET /recommendations/1 | status=200 | durationMs=137 | usersMs=129 | catalogMs=135
recommendations request | id=e425dcea-03a5-4150-889d-0af1e8f2686f | GET /recommendations/1 | status=200 | durationMs=134 | usersMs=129 | catalogMs=132
recommendations request | id=dde31c98-849b-4f4f-96a7-4bd83d3b388f | GET /recommendations/1 | status=200 | durationMs=136 | usersMs=131 | catalogMs=134
recommendations request | id=d536b4d9-1ccd-4b66-ba37-eb665ac4fa8f | GET /recommendations/1 | status=200 | durationMs=147 | usersMs=131 | catalogMs=130
recommendations request | id=1e62129e-7680-4d7b-b76d-5f53fdf67f13 | GET /recommendations/1 | status=200 | durationMs=149 | usersMs=146 | catalogMs=147
recommendations request | id=c03e862e-a706-4338-9283-06e382f90ca2 | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=138 | catalogMs=138
recommendations request | id=623558ec-eb88-4bae-bfc4-b68e6f208aee | GET /recommendations/1 | status=200 | durationMs=137 | usersMs=135 | catalogMs=135
recommendations request | id=a902ff85-ef87-4ac8-a0b1-a207458c47df | GET /recommendations/1 | status=200 | durationMs=140 | usersMs=137 | catalogMs=138
recommendations request | id=e7395223-8fc4-4003-9989-90aafcf65f44 | GET /recommendations/1 | status=200 | durationMs=143 | usersMs=137 | catalogMs=141
recommendations request | id=7051320d-4180-4039-8a77-7cb6465960ba | GET /recommendations/1 | status=200 | durationMs=145 | usersMs=137 | catalogMs=142
recommendations request | id=a1ed8f80-7ba6-49c0-a7c2-5dfd3ea99912 | GET /recommendations/1 | status=200 | durationMs=135 | usersMs=132 | catalogMs=133
recommendations request | id=c6ea2efc-81df-406c-b1db-d5b84684e5f2 | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=129 | catalogMs=129
recommendations request | id=051600cb-de01-49d2-84b4-452f1eef5ce6 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=129 | catalogMs=129
recommendations request | id=7dd46e20-0ed2-4d88-a88b-7aea8af6dd70 | GET /recommendations/1 | status=200 | durationMs=132 | usersMs=129 | catalogMs=129
recommendations request | id=418b65cc-65e4-4c82-8b6d-57ac34da8241 | GET /recommendations/1 | status=200 | durationMs=131 | usersMs=129 | catalogMs=129
recommendations request | id=e44f4ae9-5e77-4230-a10c-068b44533465 | GET /recommendations/1 | status=200 | durationMs=129 | usersMs=127 | catalogMs=127
recommendations request | id=5a8359cb-59ab-4e7a-a03b-99abafb5ec07 | GET /recommendations/1 | status=200 | durationMs=125 | usersMs=122 | catalogMs=122
recommendations request | id=56803df4-0549-40b9-904b-48e03a66169a | GET /recommendations/1 | status=200 | durationMs=127 | usersMs=125 | catalogMs=122
recommendations request | id=3fda2e21-e681-45d8-8787-5dc5a2420a23 | GET /recommendations/1 | status=200 | durationMs=108 | usersMs=106 | catalogMs=106
recommendations request | id=309afb4d-0ecd-49a1-a79c-bf91ba0942f7 | GET /recommendations/1 | status=200 | durationMs=100 | usersMs=98 | catalogMs=98
recommendations request | id=50a692b6-8710-446f-8aca-c848d2447724 | GET /recommendations/1 | status=200 | durationMs=94 | usersMs=91 | catalogMs=91
recommendations request | id=b6ce409e-884d-4693-a99d-a74a1d2d69d7 | GET /recommendations/1 | status=200 | durationMs=100 | usersMs=91 | catalogMs=98
recommendations request | id=e75e6c48-a6fc-431b-87cc-5f1296999395 | GET /recommendations/1 | status=200 | durationMs=104 | usersMs=95 | catalogMs=102
